score,Species,Country of Origin,Altitude (m),Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture (%),Color,altitude_group
84.5,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.50,0.11,Green,
84.5,Arabica,Kenya,2000.0,SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.50,0.11,Blue-Green,High
84.5,Arabica,Mexico,1350.0,Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.50,0.12,Green,Medium
84.5,Arabica,Mexico,1500.0,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.50,0.11,,Medium
84.5,Arabica,Guatemala,,Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.50,0.11,Green,
84.5,Arabica,Brazil,,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.50,0.0,,
84.5,Arabica,Brazil,,,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.50,0.0,,
84.42,Arabica,Costa Rica,1300.0,Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,Blue-Green,Medium
84.42,Arabica,Indonesia,1400.0,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,Blue-Green,Medium
84.42,Arabica,Colombia,,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,Green,
84.42,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,Green,High
84.42,Arabica,Taiwan,1200.0,Typica,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,Blue-Green,Low
84.42,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,Blue-Green,
84.42,Arabica,Mexico,900.0,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,,Low
84.42,Arabica,Ethiopia,,,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,7.75,84.42,0.2,,
84.33,Arabica,Kenya,1800.0,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,Green,High
84.33,Arabica,Honduras,1500.0,Caturra,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,Green,Medium
84.33,Arabica,Colombia,,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,Green,
84.33,Arabica,Honduras,1500.0,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,Green,Medium
84.33,Arabica,Colombia,,,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.83,84.33,0.0,,
84.33,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,Green,Low
84.33,Arabica,Colombia,1800.0,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,Green,High
84.33,Arabica,Mexico,1700.0,Typica,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,Blue-Green,High
84.33,Arabica,Brazil,1275.0,Yellow Bourbon,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,,Medium
84.33,Arabica,Brazil,1050.0,,,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,,Low
84.33,Arabica,Ethiopia,4900.0,,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,,
84.33,Arabica,Guatemala,4550.0,,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,,
84.25,Arabica,Taiwan,1000.0,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,Blue-Green,Low
84.25,Arabica,Thailand,1200.0,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,Green,Low
84.25,Arabica,Colombia,2560.0,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,Green,Very High
84.25,Arabica,Guatemala,1500.0,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,Green,Medium
84.25,Arabica,Guatemala,3607.0,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,Green,
84.25,Arabica,China,1400.0,Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,Green,Medium
84.25,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,Green,High
84.25,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,High
84.25,Arabica,Colombia,1800.0,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,Green,High
84.25,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,Green,Low
84.25,Arabica,"Tanzania, United Republic Of",1620.0,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,Green,High
84.25,Arabica,"Tanzania, United Republic Of",1600.0,Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,Medium
84.25,Arabica,Guatemala,4000.0,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,Green,
84.25,Arabica,Colombia,1700.0,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,Green,High
84.25,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,Bluish-Green,
84.25,Arabica,Mexico,1450.0,Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,Medium
84.25,Arabica,Mexico,1170.0,Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,Green,Low
84.25,Arabica,Mexico,1400.0,Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,Bluish-Green,Medium
84.25,Arabica,Uganda,1700.0,Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,Green,High
84.17,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,Green,High
84.17,Arabica,Colombia,,Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,Green,
84.17,Arabica,Costa Rica,1700.0,Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,Bluish-Green,High
84.17,Arabica,Guatemala,3664.0,Caturra,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,Green,
84.17,Arabica,Guatemala,1565.0,Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,Green,Medium
84.17,Arabica,Guatemala,3280.0,Bourbon,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17,0.1,Green,
84.17,Arabica,Colombia,1775.0,Caturra,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17,0.0,Bluish-Green,High
84.17,Arabica,Nicaragua,1000.0,Caturra,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17,0.12,Bluish-Green,Low
84.17,Arabica,Brazil,1150.0,Catuai,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17,0.0,,Low
84.17,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17,0.0,Blue-Green,High
84.17,Arabica,Ethiopia,1606.5,Gesha,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.1,Green,High
84.17,Arabica,"Tanzania, United Republic Of",1400.0,Other,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,Green,Medium
84.17,Arabica,Colombia,1530.0,Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17,0.12,Green,Medium
84.17,Arabica,Guatemala,,,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17,0.11,Bluish-Green,
84.17,Arabica,Kenya,250.5,SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,Green,Low
84.17,Arabica,Brazil,1038.5,Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17,0.11,Green,Low
84.17,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17,0.11,Green,
84.17,Arabica,El Salvador,1500.0,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,Bluish-Green,Medium
84.17,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,Green,High
84.17,Arabica,Guatemala,,Catuai,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,Bluish-Green,
84.17,Arabica,Uganda,1600.0,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,Green,Medium
84.13,Arabica,Indonesia,,Mandheling,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,Bluish-Green,
84.08,Arabica,Colombia,442.0,Caturra,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08,0.0,Green,Low
84.08,Arabica,Taiwan,968.0,Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,Bluish-Green,Low
84.08,Arabica,Guatemala,,Bourbon,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08,0.1,Green,
84.08,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08,0.0,,High
84.08,Arabica,Guatemala,1550.0,Bourbon,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.1,Bluish-Green,Medium
84.08,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,Green,
84.08,Arabica,Mexico,1480.0,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08,0.11,Green,Medium
84.08,Arabica,Ethiopia,1800.0,Other,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08,0.09,,High
84.0,Arabica,Costa Rica,,,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.00,0.08,,
84.0,Arabica,Ethiopia,1800.0,Gesha,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.00,0.11,Green,High
84.0,Arabica,Honduras,1500.0,Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.00,0.1,Green,Medium
84.0,Arabica,Guatemala,5600.0,Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.00,0.12,Green,
84.0,Arabica,Colombia,1600.0,Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.00,0.11,Green,Medium
84.0,Arabica,Guatemala,4000.0,Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.00,0.1,Green,
84.0,Arabica,Guatemala,4000.0,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.00,0.1,Green,
84.0,Arabica,Colombia,1480.0,,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.00,0.12,Green,Medium
84.0,Arabica,Colombia,1450.0,Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.00,0.12,Green,Medium
84.0,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.00,0.12,Green,High
84.0,Arabica,Ethiopia,1550.0,Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.00,0.09,Green,Medium
84.0,Arabica,Brazil,1260.0,Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.00,0.1,Green,Medium
84.0,Arabica,Colombia,1700.0,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.00,0.11,Green,High
84.0,Arabica,Kenya,1200.0,SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.00,0.0,Green,Low
84.0,Arabica,Thailand,,Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.00,0.12,Green,
84.0,Arabica,Kenya,1650.0,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.00,0.0,Bluish-Green,High
84.0,Arabica,Uganda,1700.0,Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.00,0.1,Green,High
84.0,Arabica,Thailand,,,,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.00,0.06,,
83.92,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92,0.0,Green,Low
83.92,Arabica,Mexico,1300.0,Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,0.11,Green,Medium
83.92,Arabica,Thailand,1350.0,Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,Bluish-Green,Medium
83.92,Arabica,Brazil,934.0,Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92,0.11,Green,Low
83.92,Arabica,Taiwan,1200.0,Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,0.11,Green,Low
83.92,Arabica,Colombia,442.0,,,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92,0.11,Green,Low
83.92,Arabica,Colombia,,,,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92,0.0,,
83.92,Arabica,Taiwan,,,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,Blue-Green,
83.92,Arabica,Colombia,,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,,
83.92,Arabica,Colombia,,,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,,
83.92,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,Green,High
83.92,Arabica,Taiwan,950.0,Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,0.06,Green,Low
83.92,Arabica,Colombia,1550.0,Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,Green,Medium
83.92,Arabica,Mexico,900.0,Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92,0.12,Blue-Green,Low
83.92,Arabica,Mexico,1500.0,Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92,0.11,,Medium
83.92,Arabica,Mexico,1400.0,Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92,0.0,Green,Medium
83.83,Arabica,Colombia,2527.0,Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.0,Green,Very High
83.83,Arabica,Colombia,,Caturra,,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0.0,Green,
83.83,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83,0.0,Blue-Green,High
83.83,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,0.11,Green,Medium
83.83,Arabica,Taiwan,1200.0,,,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0.0,,Low
83.83,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83,0.0,Green,Low
83.83,Arabica,Taiwan,525.0,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,0.0,Green,Low
83.83,Arabica,Ethiopia,1676.5,,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83,0.12,Green,High
83.83,Arabica,Brazil,1200.0,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,0.0,Green,Low
83.83,Arabica,Costa Rica,1300.0,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83,0.1,Green,Medium
83.83,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83,0.1,Green,
83.83,Arabica,Brazil,1260.0,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,0.1,Green,Medium
83.83,Arabica,Ecuador,800.0,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83,0.09,Bluish-Green,Low
83.83,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,0.11,Green,High
83.83,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,0.11,Green,
83.83,Arabica,Mexico,1218.0,Bourbon,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83,0.1,Green,Medium
83.83,Arabica,Mexico,1300.0,Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83,0.11,,Medium
83.83,Arabica,Brazil,1250.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,Green,Medium
83.83,Arabica,Thailand,4921.0,,,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,,
83.83,Arabica,Thailand,,,,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,,
83.83,Arabica,Ethiopia,,,,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83,0.1,,
83.75,Arabica,Kenya,1800.0,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,Green,High
83.75,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.11,Green,Low
83.75,Arabica,Colombia,442.0,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75,0.11,Green,Low
83.75,Arabica,Taiwan,750.0,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,Low
83.75,Arabica,Colombia,,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0.0,Green,
83.75,Arabica,China,1650.0,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,0.1,Green,High
83.75,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,Low
83.75,Arabica,Uganda,1400.0,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,Green,Medium
83.75,Arabica,United States (Puerto Rico),2800.0,Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,0.12,Green,Very High
83.75,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0.0,Green,High
83.75,Arabica,Colombia,1550.0,Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75,0.0,Green,Medium
83.75,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.0,Blue-Green,High
83.75,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,Green,High
83.75,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,0.0,Bluish-Green,
83.75,Arabica,Mexico,700.0,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75,0.13,,Low
83.75,Arabica,Guatemala,1300.0,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,0.11,Bluish-Green,Medium
83.75,Arabica,Colombia,1600.0,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75,0.1,,Medium
83.75,Arabica,Colombia,1600.0,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,,Medium
83.75,Arabica,United States (Hawaii),,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,0.0,,
83.67,Arabica,Brazil,890.0,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67,0.11,Green,Low
83.67,Arabica,Kenya,1700.0,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,Bluish-Green,High
83.67,Arabica,Honduras,1400.0,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,Green,Medium
83.67,Arabica,Nicaragua,1250.0,Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67,0.1,Green,Medium
83.67,Arabica,Brazil,934.0,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67,0.11,Green,Low
83.67,Arabica,Taiwan,1200.0,Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,0.1,Bluish-Green,Low
83.67,Arabica,Costa Rica,1350.0,,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67,0.11,Blue-Green,Medium
83.67,Arabica,Thailand,800.0,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,Bluish-Green,Low
83.67,Arabica,Colombia,1625.0,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.11,,High
83.67,Arabica,Guatemala,4451.0,Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67,0.1,Green,
83.67,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0.0,Green,High
83.67,Arabica,Colombia,1900.0,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0.0,Green,High
83.67,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67,0.12,Green,
83.67,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,Green,
